"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Apr 10 05:54:00 GMT 2024","Wed Apr 10 05:54:01 GMT 2024","1325","tests","test_search","","","","test_text_categorical_search[0-iPhone 14 Pro Max]","Test to search by text AND category"
"passed","Wed Apr 10 05:53:38 GMT 2024","Wed Apr 10 05:53:40 GMT 2024","1856","tests","test_search","","","","test_categorical_search[0-Pixel 7]","Test to search by category"
"passed","Wed Apr 10 05:53:31 GMT 2024","Wed Apr 10 05:53:32 GMT 2024","1000","tests","test_search","","","","test_text_search[3-Pixel 7]","Test to search by text-only"
"passed","Wed Apr 10 05:53:57 GMT 2024","Wed Apr 10 05:53:59 GMT 2024","1307","tests","test_search","","","","test_text_categorical_search[0-Pixel 7]","Test to search by text AND category"
"passed","Wed Apr 10 05:54:05 GMT 2024","Wed Apr 10 05:54:07 GMT 2024","1374","tests","test_search","","","","test_text_categorical_search[3-Pixel 7]","Test to search by text AND category"
"passed","Wed Apr 10 05:53:27 GMT 2024","Wed Apr 10 05:53:28 GMT 2024","858","tests","test_search","","","","test_text_search[0-iPhone 14 Pro Max]","Test to search by text-only"
"passed","Wed Apr 10 05:53:54 GMT 2024","Wed Apr 10 05:53:56 GMT 2024","1784","tests","test_search","","","","test_categorical_search[3-Samsung Galaxy S20 Ultra]","Test to search by category"
"passed","Wed Apr 10 05:53:51 GMT 2024","Wed Apr 10 05:53:53 GMT 2024","1506","tests","test_search","","","","test_categorical_search[3-iPhone 14 Pro Max]","Test to search by category"
"passed","Wed Apr 10 05:53:44 GMT 2024","Wed Apr 10 05:53:46 GMT 2024","2003","tests","test_search","","","","test_categorical_search[0-Samsung Galaxy S20 Ultra]","Test to search by category"
"passed","Wed Apr 10 05:53:48 GMT 2024","Wed Apr 10 05:53:50 GMT 2024","1902","tests","test_search","","","","test_categorical_search[3-Pixel 7]","Test to search by category"
"passed","Wed Apr 10 05:54:10 GMT 2024","Wed Apr 10 05:54:12 GMT 2024","1258","tests","test_search","","","","test_text_categorical_search[3-Samsung Galaxy S20 Ultra]","Test to search by text AND category"
"passed","Wed Apr 10 05:54:03 GMT 2024","Wed Apr 10 05:54:04 GMT 2024","1389","tests","test_search","","","","test_text_categorical_search[0-Samsung Galaxy S20 Ultra]","Test to search by text AND category"
"passed","Wed Apr 10 05:53:34 GMT 2024","Wed Apr 10 05:53:35 GMT 2024","885","tests","test_search","","","","test_text_search[3-iPhone 14 Pro Max]","Test to search by text-only"
"passed","Wed Apr 10 05:53:29 GMT 2024","Wed Apr 10 05:53:30 GMT 2024","868","tests","test_search","","","","test_text_search[0-Samsung Galaxy S20 Ultra]","Test to search by text-only"
"passed","Wed Apr 10 05:54:08 GMT 2024","Wed Apr 10 05:54:09 GMT 2024","1316","tests","test_search","","","","test_text_categorical_search[3-iPhone 14 Pro Max]","Test to search by text AND category"
"passed","Wed Apr 10 05:53:24 GMT 2024","Wed Apr 10 05:53:26 GMT 2024","1300","tests","test_search","","","","test_text_search[0-Pixel 7]","Test to search by text-only"
"passed","Wed Apr 10 05:53:41 GMT 2024","Wed Apr 10 05:53:43 GMT 2024","1692","tests","test_search","","","","test_categorical_search[0-iPhone 14 Pro Max]","Test to search by category"
"passed","Wed Apr 10 05:53:36 GMT 2024","Wed Apr 10 05:53:37 GMT 2024","845","tests","test_search","","","","test_text_search[3-Samsung Galaxy S20 Ultra]","Test to search by text-only"
